,0,1,2
508,37.79576065774194,-122.3102055483871,15||28
509,37.79576065774194,-122.30274423225806,15||29
510,37.79576065774194,-122.29528291612904,15||30
511,37.79576065774194,-122.2878216,15||31
512,37.788299342258064,-122.5191224,16||0
513,37.788299342258064,-122.51166108387096,16||1
514,37.788299342258064,-122.50419976774194,16||2
515,37.788299342258064,-122.4967384516129,16||3
516,37.788299342258064,-122.48927713548387,16||4
517,37.788299342258064,-122.48181581935484,16||5
518,37.788299342258064,-122.47435450322581,16||6
519,37.788299342258064,-122.46689318709677,16||7
520,37.788299342258064,-122.45943187096775,16||8
521,37.788299342258064,-122.45197055483871,16||9
522,37.788299342258064,-122.44450923870968,16||10
523,37.788299342258064,-122.43704792258065,16||11
524,37.788299342258064,-122.42958660645161,16||12
525,37.788299342258064,-122.42212529032258,16||13
526,37.788299342258064,-122.41466397419354,16||14
527,37.788299342258064,-122.40720265806452,16||15
528,37.788299342258064,-122.39974134193548,16||16
529,37.788299342258064,-122.39228002580646,16||17
530,37.788299342258064,-122.38481870967742,16||18
531,37.788299342258064,-122.3773573935484,16||19
532,37.788299342258064,-122.36989607741936,16||20
533,37.788299342258064,-122.36243476129032,16||21
534,37.788299342258064,-122.35497344516129,16||22
535,37.788299342258064,-122.34751212903225,16||23
536,37.788299342258064,-122.34005081290323,16||24
537,37.788299342258064,-122.33258949677419,16||25
538,37.788299342258064,-122.32512818064517,16||26
539,37.788299342258064,-122.31766686451613,16||27
540,37.788299342258064,-122.3102055483871,16||28
541,37.788299342258064,-122.30274423225806,16||29
542,37.788299342258064,-122.29528291612904,16||30
543,37.788299342258064,-122.2878216,16||31
544,37.78083802677419,-122.5191224,17||0
545,37.78083802677419,-122.51166108387096,17||1
546,37.78083802677419,-122.50419976774194,17||2
547,37.78083802677419,-122.4967384516129,17||3
548,37.78083802677419,-122.48927713548387,17||4
549,37.78083802677419,-122.48181581935484,17||5
550,37.78083802677419,-122.47435450322581,17||6
551,37.78083802677419,-122.46689318709677,17||7
552,37.78083802677419,-122.45943187096775,17||8
553,37.78083802677419,-122.45197055483871,17||9
554,37.78083802677419,-122.44450923870968,17||10
555,37.78083802677419,-122.43704792258065,17||11
556,37.78083802677419,-122.42958660645161,17||12
557,37.78083802677419,-122.42212529032258,17||13
558,37.78083802677419,-122.41466397419354,17||14
559,37.78083802677419,-122.40720265806452,17||15
560,37.78083802677419,-122.39974134193548,17||16
561,37.78083802677419,-122.39228002580646,17||17
562,37.78083802677419,-122.38481870967742,17||18
563,37.78083802677419,-122.3773573935484,17||19
564,37.78083802677419,-122.36989607741936,17||20
565,37.78083802677419,-122.36243476129032,17||21
566,37.78083802677419,-122.35497344516129,17||22
567,37.78083802677419,-122.34751212903225,17||23
568,37.78083802677419,-122.34005081290323,17||24
569,37.78083802677419,-122.33258949677419,17||25
570,37.78083802677419,-122.32512818064517,17||26
571,37.78083802677419,-122.31766686451613,17||27
572,37.78083802677419,-122.3102055483871,17||28
573,37.78083802677419,-122.30274423225806,17||29
574,37.78083802677419,-122.29528291612904,17||30
575,37.78083802677419,-122.2878216,17||31
576,37.773376711290325,-122.5191224,18||0
577,37.773376711290325,-122.51166108387096,18||1
578,37.773376711290325,-122.50419976774194,18||2
579,37.773376711290325,-122.4967384516129,18||3
580,37.773376711290325,-122.48927713548387,18||4
581,37.773376711290325,-122.48181581935484,18||5
582,37.773376711290325,-122.47435450322581,18||6
583,37.773376711290325,-122.46689318709677,18||7
584,37.773376711290325,-122.45943187096775,18||8
585,37.773376711290325,-122.45197055483871,18||9
586,37.773376711290325,-122.44450923870968,18||10
587,37.773376711290325,-122.43704792258065,18||11
588,37.773376711290325,-122.42958660645161,18||12
589,37.773376711290325,-122.42212529032258,18||13
590,37.773376711290325,-122.41466397419354,18||14
591,37.773376711290325,-122.40720265806452,18||15
592,37.773376711290325,-122.39974134193548,18||16
593,37.773376711290325,-122.39228002580646,18||17
594,37.773376711290325,-122.38481870967742,18||18
595,37.773376711290325,-122.3773573935484,18||19
596,37.773376711290325,-122.36989607741936,18||20
597,37.773376711290325,-122.36243476129032,18||21
598,37.773376711290325,-122.35497344516129,18||22
599,37.773376711290325,-122.34751212903225,18||23
600,37.773376711290325,-122.34005081290323,18||24
601,37.773376711290325,-122.33258949677419,18||25
602,37.773376711290325,-122.32512818064517,18||26
603,37.773376711290325,-122.31766686451613,18||27
604,37.773376711290325,-122.3102055483871,18||28
605,37.773376711290325,-122.30274423225806,18||29
606,37.773376711290325,-122.29528291612904,18||30
607,37.773376711290325,-122.2878216,18||31
608,37.76591539580645,-122.5191224,19||0
609,37.76591539580645,-122.51166108387096,19||1
610,37.76591539580645,-122.50419976774194,19||2
611,37.76591539580645,-122.4967384516129,19||3
